Title,Subtitle,Author,Format,Formats Owned
The 5th Wave (Book 1),,Rick Yancey,Kindle,1
The 6 Most Important Decisions You'll Ever Make,A Guide for Teens: Updated for the Digital Age,Sean Covey,Physical,1
The 7 Habits of Highly Effective People,The Infographics Edition,Stephen R. Covey,"Kindle, Audible",2
The 7 Habits of Highly Effective Teens Workbook,,Sean Covey,Physical,1
The 8th Habit,From Effectiveness to Greatness,Stephen R. Covey,Physical,1
The Abyss Beyond Dreams (Chronicle of the Fallers),,Peter F. Hamilton,Physical,1
The Accidental Further Adventures of the Hundred-Year-Old Man,,Jonas Jonasson,"Kindle, Audible",2
The Accidental Superpower,Ten Years On,Peter Zeihan,Kindle,1
The Achievement Habit,"Stop Wishing, Start Doing, and Take Command of Your Life",Bernard Roth,Kindle,1
The Advocate,Legal Suspense Murder Mystery (The Advocate Series Book 1),Teresa Burrell,Kindle,1
The Advocate's Dilemma,Legal Suspense Murder Mystery (The Advocate Series Book 4),Teresa Burrell,Kindle,1
The Advocate's Homicides,Legal Suspense Murder Mystery (The Advocate Series Book 8),Teresa Burrell,Kindle,1
The Advocate's Illusion,Legal Suspense Murder Mystery (The Advocate Series Book 9),Teresa Burrell,Kindle,1
"The Affair (Jack Reacher, Book 16)",,Lee Child,Kindle,1
The Afrika Reich,,Guy Saville,Kindle,1
The After War,(Book One of The After War Series),Brandon Zenner,Kindle,1
The Ajax Protocol (The Project Book 7),,Alex Lukemani,Kindle,1
The Alchemist's Secret,"The gripping thriller from the Sunday Times bestselling author (Ben Hope, Book 1)",Scott Mariani,Kindle,1
The Alex Vane Media Thrillers,Books 1-3,A.C. Fuller,Kindle,1
The Almanack of Naval Ravikant,A Guide to Wealth and Happiness,Eric Jorgenson,Kindle,1
THE AMBASSADOR'S WIFE (THE INSPECTOR SAMUEL TAY NOVELS Book 1),,Jake Needham,Kindle,1
The Amber Rooms (The Saskia Brandt Series Book Three) lan,,Hocking,Kindle,1
The Amber Spyglass,His Dark Materials 3,Philip Pullman,"Physical, Kindle",2
The Angolan Clan,A gripping international action thriller! (African Diamonds Trilogy Book 1),Christopher Lowery,Kindle,1
The Anomaly,,Hervé Le Tellier,Kindle,1
The Anonymous Source (An Alex Vane Media Thriller Book 1),,A. Filller,Kindle,1
The Answer,,Barbara Pease,Physical,1
The Anthology of Balaji,"A Guide to Technology, Truth, and Building the Future",Eric Jorgenson,Kindle,1
The Anti-Planner,"How to Get Sh*t Done When You Don't Feel Like It - Creative ADHD Planner Alternative for Adults, 100+ Productivity Tools to Beat Procrastination, Burnout Stress & Anxiety Relief",Dani Donovan,Physical,1
The Antidote,Happiness for People Who Can't Stand Positive Thinking,Oliver Burkeman,Physical,1
The Arkyn Project,,S.G. Yu,Kindle,1
"The Armada Legacy (Ben Hope, Book 8)",,Scott Mariani,Kindle,1
The Arrest,,Jonathan Lethem,Kindle,1
The Art of Community,Building the New Age of Participation (Theory in Practice),Jono Bacon,Physical,1
The Art of Deception - Controlling the Human Element of Security,,KD Mitnick,Physical,1
The Art of Focus,3 Easy Steps to Build A Life You Love and Control Your Time,Curtis McHale,Kindle,1
The Art of Focus,"Find Meaning, Reinvent Yourself and Create Your Ideal Future",Dan Koe,"Kindle, Audible",2
The Art of Happiness,A Handbook for Living,Dalai Lama,"Kindle, Audible",2
The Art of Living,"The Classical Mannual on Virtue, Happiness, and",Effectiveness Epictetus,Kindle,1
The Art of Persuasion,Winning Without Intimidation,Bob Burg,Kindle,1
The Art of Possibility,Transforming Professional and Personal Life,Rosamund Stone Zander,Physical,1
The Art of Product Management,Lessons from a Silicon Valley Innovator,Rich Mironov,Physical,1
The Art of Resilience,Strategies for an Unbreakable Mind and Body,Ross Edgley,"Physical, Kindle",2
The Art of Running,Raising Your Performance with the Alexander Technique,Andrew Shields,Physical,1
The Art of Spending Money,Simple Choices for a Richer Life,Morgan Housel,Audible,1
The Art of the Good Life,Clear Thinking for Business and a Better Life,Rolf Dobelli,"Kindle, Audible",2
The Art of Thinking Clearly,The Secrets of Perfect Decision-Making Rolf Dobelli l,,"Kindle, Audible",2
The Art of War,,Sun-tzu,Physical,1
The Art of War (Wisehouse Classics Edition),,Sun Tzu,Kindle,1
The Art of Writing,Four Principles for Great Writing that Everyone Needs to Know,Peter Yang,"Kindle, Audible",2
The Assassin's List,An Adam Drake novel (The Adam Drake Series Book 1),Scott Matthews,Kindle,1
The Atlantis Stone,,NicK Thacker,Kindle,1
The Atomic Times,My H-Bomb Year at the Pacific Proving Ground,Michael Harris,Kindle,1
The Atrocity Archives (Book 1 in The Laundry Files),,Charles Stross,Kindle,1
The Authority Gap,"Why women are still taken less seriously than men, and what we can do about it",Mary Ann Sieghart,Kindle,1
The Bach Manuscript,"The gripping crime thriller from the Sunday Times bestselling author (Ben Hope, Book 16)",Scott Mariani,Kindle,1
The Back Door Man,,Dave Buschi,Kindle,1
The Ballad of Songbirds and Snakes,"TikTok made me buy it! (the latest blockbuster, bestselling Hunger Games novel): A Hunger Games Novel) (The Hunger Games)",Suzanne Collins,Kindle,1
The Bear and the Dragon,"A classic, heart-racing Tom Clancy thriller (Jack Ryan Book 8)",Tom Clancy,Kindle,1
The Becoming (The Becoming Series Book 1),,Jessica Meigs,Kindle,1
The Beginner's Guide to Stoicism,Tools for Emotional Resilience and Positivity Matthew,Van Natta,"Kindle, Audible",2
The Bestseller,A psychological thriller that will keep you guessing (Stephen Leather Novels Book 8),Stephen Leather,Kindle,1
The Big Switch,"Rewiring the World, from Edison to Google",Nicholas Carr,Physical,1
The Black Bullet (Sean O'Brien),,Tom Lowe,Kindle,1
The Black Death,A History From Beginning to End (Pandemic History) Hourly History,,Kindle,1
The Black Orchestra (WW2 spy thriller),,JJ Toner,Kindle,1
The Blackwell Files,"Volumes I, II, & III",Steven F. Freeman,Kindle,1
The Bloody British,A Well-Meaning Guide to an Awkward Nation,Paul Hawkins,Kindle,1
The Body,A Guide for Occupants,Bill Bryson,Audible,1
The Bombmaker (Stephen Leather Novels Book 12),,Stephen Leather,Kindle,1
The Book Thief,,Markus Zusak,Physical,1
The Book You Wish Your Parents Had Read (and Your Children Will Be Glad That You Did),THE #1 SUNDAY TIMES BESTSELLER,Philippa Perry,Physical,1
The Bookseller Of Kabul,The International Bestseller - 'An intimate portrait of Afghani people quite unlike any other' SUNDAY TIMES,Asne Seierstad,Physical,1
The Boy Who Would Be King,,Ryan Holiday,Physical,1
The Breakers Series,Books 1-3,Edward W. Robertson,Kindle,1
The British Military Quartet,"Four gripping thrillers in one must-read box set: Let Not The Deep, King's Shilling, Long Re... Mike Lunnon-Wood",,Kindle,1
The Bullet Journal Method,"Track Your Past, Order Your Present, Plan Your Future",Ryder Carroll,"Physical, Kindle, Audible",3
The Business Book,Big Ideas Simply Explained,Dorling Kindersley,Kindle,1
The Business Book Of Coaching,Your Ultimate Guide to a 7-Figure Coaching Business,Ajit Nawalkha,Kindle,1
The Butcher's Masquerade,Dungeon Crawler Carl Book 5,Matt Dinniman,"Kindle, Audible",2
The Cairo Vendetta,A Sean Wyatt Archaeological Thriller (Prequel) (Sean Wyatt Historical Mysteries Book 9),Ernest Dempsey,Kindle,1
The Cardinal of the Kremlin,An electrifying Jack Ryan thriller that will have your heart racing,Tom Clancy,Kindle,1
The Cassandra Sanction,"The most controversial action adventure thriller you'll read this year! (Ben Hope, Book 12)",Scott Marianil,Kindle,1
The Catch,A Slough House Novella,Mick Herron,Kindle,1
The Catcher in the Rye,,J. D. Salinger,Physical,1
The Cauldron,"The classic, biographical war novel based on true stories from WW2",Zeno,Kindle,1
The Cave Paperback -- 3 May 2018,,Rob Hodgson,Physical,1
The Centurions,,Jean Larteguy,Kindle,1
The Challenger Sale,How To Take Control of the Customer Conversation,Matthew Dixon,Kindle,1
THE CHAMPION SELL,The 5 E.L.I.T.E. Sales Habits to Building and Winning with Buyer Champions,Richard Rivera,"Kindle, Audible",2
The Chimp Paradox,"The Acclaimed Mind Management Programme to Help You Achieve Success, Confidence and Happi... Professor",Steve Peters,"Kindle, Audible",2
The Chinaman,The 1992 Breakout Thriller From Stephen Leather (Stephen Leather Novels Book 4),Stephen Leather,Kindle,1
The Choice,A Surprising New Message of Hope,Og Mandino,Physical,1
The City and Its Uncertain Walls,,Haruki Marukumi,Kindle,1
The Clean Eating 28-Day Plan,A Healthy Cookbook and 4-Week Plan for Eating Clean,Rockridge Press,Kindle,1
The Closing (Whippoorwill Hollow Book 1),,Ken Oder,Kindle,1
The Coelho Medallion,A Dan Kotler Archaeological Thriller,Kevin Tumlinson,Kindle,1
The Communication Book,44 Ideas for Better Conversations Every Day,Mikael Krogerus,Kindle,1
The Complete Donavan Adventure Series,Books 1 - 6 lom,Haase,Kindle,1
The Complete Guide to Residential Letting,The Smart Landlord's Guide to Renting Out Property,Tessa Shepperson,Physical,1
The Complete Jake Samson Mystery Series Vol 1-6,With Bonus Book--Torch Song: A Dystopian Thriller! (The Jake Sams...,Shelley Singer,Kindle,1
The Complete Peas and Carrots Collection,Books 1-6 (The Peas and Carrots Series),Hannah Lynn,Kindle,1
The Complete Robot (Robot Series),(Robot Series),Isaac Asimov,Kindle,1
The Complete Strategy Collection,"The Art of War by Sun Tzu, The Prince by Niccolò Machiavelli, The Book of Five Rings, The Analects by Confucius, Tao Te Ching by Lao Tzu, Arthashastra & Many More Classic Works",Niccolò Machiavelli; Sun Tzu; Miyamoto Musashi; Confucius; Laozi; Kautilya; Napoleon Bonaparte; Frederick the Great; Julius Caesar,Audible,1
The Complete Strategy Collection - A Modern Translation - Adapted for the Contemporary Reader,"The Art of War, The Prince, The Book of Five Rings, On War and Arthashastra",,Kindle,1
The Concise Mastery (The Robert Greene Collection),,Greene Robert,Physical,1
The Content Fuel Framework,How to Generate Unlimited Story Ideas (For Marketers and Creators),,Kindle,1
The Corps Justice Series,Books 1-3 (The Corps Justice Series Box Set Book 1),C. G. Cooper,Kindle,1
The Courage to Be Disliked,"How to Free Yourself, Change Your Life and Achieve Real Happiness",,Audible,1
The Courage to Be Happy,True Contentment is Within Your Power,,Audible,1
The Courage To tbe Happy,True Contentment I Within Your Power (Courage To series),Ichiro Kishimi,Kindle,1
The Creek Killer (Harriet Harper Thriller) Dominika Best,,,Kindle,1
The Crime Beat,New,York A.C. Fuller,Kindle,1
The Crowns Vengeance (Parker Chase Book 2),,Andrew Clawson,Kindle,1
The Cruel Prince (A Novel of Elfhame),Where TikTok's Faerie Obsession Began (The Folk of the Air Book 1),Holly Black,Kindle,1
The Crusader's Cross,From the Sunday Times bestselling author comes an unmissable new Ben Hope thriller (Ben…..,Scott Mariani,Kindle,1
The Daily Dad,"366 Meditations on Parenting, Love, and Raising Great Kids",Ryan Holiday,"Kindle, Audible",2
The Daily Laws,366 Meditations from the author of the bestselling The 48 Laws of Power,Robert Greene,"Kindle, Audible",2
The Daily Stoic,"366 Meditations on Wisdom, Perseverance, and the Art of Living",Ryan Holiday,Kindle,1
The Dan Roy Series,Books 1-3: The Dan Roy Series Boxed Set,Mick Bose,Kindle,1
The Dark Forest (The Three-Body Problem Book 2),,,Kindle,1
The Dead Man (Jack Davis Thrillers Book 2),,Joel Goldman,Kindle,1
The Dead Room (The Dead Room Trilogy Book 1),,SM Erickson,Kindle,1
The Deadly Game,,Will Britten,Kindle,1
The Death Cure,,James Dashner,Physical,1
The Death of Grass,,John Christopher,Physical,1
The Debt Collector - 1 (A Jack Winchester Thriller),,Jon Mills,Kindle,1
The Defendants,A page-turning legal thriller (Thaddeus Murfee Legal Thriller Series Book 1),John Ellsworth,Kindle,1
The Demon Club,Don't miss the unforgettable new Ben Hope thriller from the Sunday Times best seller (Ben Hop...,Scott Mariani|,Kindle,1
The Depths,A Technothriller,Nick Thacker,Kindle,1
The Detective's Daughter,A gripping Sunday Times crime club thriller to lose yourself in (The Detective's Daughter Seri….,Lesley Thomson,Kindle,1
The Devil and Miss Prym,,Paulo Coelho,Physical,1
The Devil's Due,An International Thriller (The Blackwell Files Book 5),Steven F. Freeman,Kindle,1
The Devil's Kingdom,The heart-stopping action adventure thriller from the Sunday Times bestselling author (Ben Hop...,Scott Mariani,Kindle,1
The Diamond Age,,Neal Stephenson,Kindle,1
The Dice Man,,Luke Rhinehart,Physical,1
The Dig,An Archeological Mystery (The Blackwell Files Book 9),Steven F. Freeman,Kindle,1
The Digital Doctor,"Hope, Hype, and Harm at the Dawn of Medicine's Computer Age",Robert Wachter,Physical,1
The Dip,,Seth Godin,Audible,1
The Dirty War,,Anna Politkovskaya,Physical,1
The Dispatcher Ryan,,David Jahn,Kindle,1
The Doomsday Prophecy,The pulse-pounding apocalyptic suspense thriller from the Sunday Times bestselling author (…..,Scott Mariani,Kindle,1
The Doors of Eden,An exhilarating voyage into extraordinary realities from a master of science fiction,Adrian Tchaikovsky,Kindle,1
The Double Tap (Stephen Leather Novels Book 9),,Stephen Leather,Kindle,1
The Dragons and the Snakes,How the Rest Learned to Fight the West,David Kilcullen,Physical,1
The Dreaming Void (The Void Trilogy),,Peter F. Hamilton,Physical,1
The Drop & The List,A Slough House Novella,Mick Herron,Kindle,1
The Drowned World,,J. G. Ballard,Kindle,1
The Dungeon Anarchist's Cookbook,Dungeon Crawler Carl Book 3,Matt Dinniman,"Kindle, Audible",2
The Easy Way to Stop Smoking,,Allen Carr,Audible,1
The Easy Yoga Workbook,,Tara Fraser,Physical,1
The Elements of Style,,William Jr. Strunk,Physical,1
"The Encyclopedia of Country Living, 50th Anniversary Edition",The Original Manual for Living off the Land & Doing It Yourself,Carla Emery,Physical,1
The End of All Things,The Old Man's War Series,John Scalzi,Kindle,1
The End of All Things Part 1,The Life of the Mind,John Scalzil,Kindle,1
The End of All Things Part 2,This Hollow Union,John Scalzi,Kindle,1
The End of All Things Part 3,Can Long Endure,John Scalzi,Kindle,1
The End of the World is Just the Beginning,Mapping the Collapse of Globalization,Peter Zeihan,"Kindle, Audible",2
The End of the World Running Club Adrian,,J Walker,Kindle,1
The End of the World Survivors Club Adrian,,J Walker,Kindle,1
"The Enemy (Jack Reacher, Book 8)",,Lee Child,Kindle,1
The Enigma Strain,A Fast-Paced Action Thriller (Harvey Bennett Thrillers Book 1)I,Nick Thacker,Kindle,1
The Essential Management Toolbox,"Tools, Models and Notes for Managers and Consultants",Simon Burtonshaw-Gunn,Kindle,1
The Evolution of Evil,An International Medical Thriller (The Blackwell Files Book 6),Steven F. Freeman,Kindle,1
The Evolutionary Void,,Peter F. Hamilton,Physical,1
The Exonerated Trilogy,,JC Ryan,Kindle,1
The Eye of Shiva (The Project Book 8),,Alex Lukeman,Kindle,1
The Eye of the Bedlam Bride,Dungeon Crawler Carl Book 6,Matt Dinniman,"Kindle, Audible",2
The Eyewitness (Stephen Leather Novels Book 15),,Stephen Leather,Kindle,1
The Falklands War,There and Back Again: The Story of Naval Party 8901,Mike Norman,Kindle,1
The Fall (Burning Skies Book 1),,Devon C. Ford,Kindle,1
The Fellowship of the Ring,,J. R. R. Tolkien,Physical,1
The Fight For Your Life (The Fight Mentality Series Book 1),,William Bourne,Kindle,1
The Financial Well Being Book,Creating Financial Peace of Mind (Concise Advice),Chris Budd,Physical,1
The Fireman (Stephen Leather Novels Book 2),,Stephen Leather,Kindle,1
The First 90 Days,Critical Success Strategies for New Leaders at All Levels,Michael Watkins,Kindle,1
The First Aid Survival Tin (Survivor Series Book 3),,Anson Bond,Kindle,1
The First Fifteen Lives of Harry August,The word-of-mouth bestseller you won't want to miss,Claire North,Kindle,1
The First Shot (Lieutenant Kane - Dedicated to Death Series Book 1),,E.H. Reinhard,Kindle,1
The First Time Manager's Handbook. by Morey Stettner (Mighty Manager),,Morey Stettner,Physical,1
The First-Time Manager,,Loren B. Belker,Kindle,1
The Five conversations About Money that will Radically Change your Life,,vanessa stoykov,Kindle,1
The Flashman,,George MacDonald Fraser,Physical,1
The Forgotten Coast Florida Suspense Series,Books 1-4 Dawn,Lee McKenna,Kindle,1
The Forgotten Holocaust,"An unmissable historical crime thriller by the Sunday Times bestselling author (Ben Hope, Bo...",Scott Mariani,Kindle,1
The Forgotten Soldier,,Guy Sajer,Physical,1
The Foundation,Jack Emery 1,Steve P. Vincent,Kindle,1
The Foundation (Jack Emery Conspiracy Thrillers Book 1),,Steve P. Vincent,Kindle,1
The Four Agreements,A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,Kindle,1
The Four Steps to the Epiphany,,Steve Blank,Kindle,1
The Fourth Pularchek,A Novel of Suspense (A Nick Lassiter-Skyler Thriller Book 3),Samuel Marquis,Kindle,1
The Freeman Files Series,Books 1-3 (The Freeman Files Box Set),Ted Tayler,Kindle,1
The Future of Feeling,Building Empathy in a Tech-Obsessed World,Kaitlin Ugolik Phillips,Audible,1
The Future of Feeling,Building Empathy in a Tech-Obsessed World Kaitlin,Ugolik Phillips,Kindle,1
The Future of Geography,How Power and Politics in Space Will Change Our World,Tim Marshall,Audible,1
The Gate of the Feral Gods,Dungeon Crawler Carl Book 4,Matt Dinniman,"Kindle, Audible",2
The Geneva Trap,A Liz Carlyle novel (Liz Carlyle Novels Book 7),Stella Rimington,Kindle,1
The German Half-Bloods (The Half-Bloods Series Book 1),,Jana Petken,Kindle,1
The Getaway (Sam Archer Book 2),,Tom Barber,Kindle,1
The Ghost Brigades (Old Man's War Book 2),,John Scalzi,Kindle,1
The Ghost Pattern,An edge of your seat medical thriller (Alex Hoffmann Book 4),Leslie Wolfe,Kindle,1
The Go-Giver,"A Little Story About a Powerful Business Idea Bob Burg, John David Mann",Bob Burg,Kindle,1
